poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,endorsed_candidate_id,endorsed_candidate_name,endorsed_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,party,answer,candidate_id,candidate_name,pct
84770,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,9/25/23,9/27/23,,"",,,,,182687,2476,lv,r,lv-r,TRUE,10/2/23 21:17,"",https://pro.morningconsult.com/trackers/2024-gop-primary-election-tracker,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Hutchinson,30191,Asa Hutchinson,0.0
84770,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,9/25/23,9/27/23,,"",,,,,182687,2476,lv,r,lv-r,TRUE,10/2/23 21:17,"",https://pro.morningconsult.com/trackers/2024-gop-primary-election-tracker,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Christie,16659,Chris Christie,2.0
84770,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,9/25/23,9/27/23,,"",,,,,182687,2476,lv,r,lv-r,TRUE,10/2/23 21:17,"",https://pro.morningconsult.com/trackers/2024-gop-primary-election-tracker,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Burgum,31006,Doug Burgum,0.0
84770,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,9/25/23,9/27/23,,"",,,,,182687,2476,lv,r,lv-r,TRUE,10/2/23 21:17,"",https://pro.morningconsult.com/trackers/2024-gop-primary-election-tracker,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Hurd,30078,Will Hurd,0.0
84771,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,9/24/23,9/26/23,,"",,,,,182688,2476,lv,r,lv-r,TRUE,10/2/23 21:17,"",https://pro.morningconsult.com/trackers/2024-gop-primary-election-tracker,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Trump,16651,Donald Trump,60.0
84771,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,9/24/23,9/26/23,,"",,,,,182688,2476,lv,r,lv-r,TRUE,10/2/23 21:17,"",https://pro.morningconsult.com/trackers/2024-gop-primary-election-tracker,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,DeSantis,16646,Ron DeSantis,14.0
84771,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,9/24/23,9/26/23,,"",,,,,182688,2476,lv,r,lv-r,TRUE,10/2/23 21:17,"",https://pro.morningconsult.com/trackers/2024-gop-primary-election-tracker,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Pence,16638,Mike Pence,5.0
84771,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,9/24/23,9/26/23,,"",,,,,182688,2476,lv,r,lv-r,TRUE,10/2/23 21:17,"",https://pro.morningconsult.com/trackers/2024-gop-primary-election-tracker,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Haley,16640,Nikki Haley,6.0
84771,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,9/24/23,9/26/23,,"",,,,,182688,2476,lv,r,lv-r,TRUE,10/2/23 21:17,"",https://pro.morningconsult.com/trackers/2024-gop-primary-election-tracker,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Scott,16648,Tim Scott,2.0
84771,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,9/24/23,9/26/23,,"",,,,,182688,2476,lv,r,lv-r,TRUE,10/2/23 21:17,"",https://pro.morningconsult.com/trackers/2024-gop-primary-election-tracker,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Ramaswamy,30966,Vivek G. Ramaswamy,8.0
84771,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,9/24/23,9/26/23,,"",,,,,182688,2476,lv,r,lv-r,TRUE,10/2/23 21:17,"",https://pro.morningconsult.com/trackers/2024-gop-primary-election-tracker,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Hutchinson,30191,Asa Hutchinson,1.0
84771,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,9/24/23,9/26/23,,"",,,,,182688,2476,lv,r,lv-r,TRUE,10/2/23 21:17,"",https://pro.morningconsult.com/trackers/2024-gop-primary-election-tracker,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Christie,16659,Chris Christie,3.0
84771,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,9/24/23,9/26/23,,"",,,,,182688,2476,lv,r,lv-r,TRUE,10/2/23 21:17,"",https://pro.morningconsult.com/trackers/2024-gop-primary-election-tracker,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Burgum,31006,Doug Burgum,0.0
84771,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,9/24/23,9/26/23,,"",,,,,182688,2476,lv,r,lv-r,TRUE,10/2/23 21:17,"",https://pro.morningconsult.com/trackers/2024-gop-primary-election-tracker,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Hurd,30078,Will Hurd,0.0
84250,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,9/23/23,9/26/23,,"",,,,,182334,559,a,r,a-r,,9/27/23 09:53,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_RTVZfCv.pdf,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Trump,16651,Donald Trump,51.0
84250,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,9/23/23,9/26/23,,"",,,,,182334,559,a,r,a-r,,9/27/23 09:53,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_RTVZfCv.pdf,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,DeSantis,16646,Ron DeSantis,12.0
84250,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,9/23/23,9/26/23,,"",,,,,182334,559,a,r,a-r,,9/27/23 09:53,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_RTVZfCv.pdf,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Haley,16640,Nikki Haley,7.0
84250,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,9/23/23,9/26/23,,"",,,,,182334,559,a,r,a-r,,9/27/23 09:53,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_RTVZfCv.pdf,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Pence,16638,Mike Pence,5.0
84250,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,9/23/23,9/26/23,,"",,,,,182334,559,a,r,a-r,,9/27/23 09:53,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_RTVZfCv.pdf,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Christie,16659,Chris Christie,2.0
84250,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,9/23/23,9/26/23,,"",,,,,182334,559,a,r,a-r,,9/27/23 09:53,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_RTVZfCv.pdf,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Scott,16648,Tim Scott,3.0
84250,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,9/23/23,9/26/23,,"",,,,,182334,559,a,r,a-r,,9/27/23 09:53,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_RTVZfCv.pdf,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Ramaswamy,30966,Vivek G. Ramaswamy,5.0
84250,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,9/23/23,9/26/23,,"",,,,,182334,559,a,r,a-r,,9/27/23 09:53,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_RTVZfCv.pdf,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Hutchinson,30191,Asa Hutchinson,0.0
84250,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,9/23/23,9/26/23,,"",,,,,182334,559,a,r,a-r,,9/27/23 09:53,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_RTVZfCv.pdf,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Burgum,31006,Doug Burgum,0.0
84250,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,9/23/23,9/26/23,,"",,,,,182334,559,a,r,a-r,,9/27/23 09:53,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_RTVZfCv.pdf,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Hurd,30078,Will Hurd,0.0
84250,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,9/23/23,9/26/23,,"",,,,,182334,559,a,r,a-r,,9/27/23 09:53,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_RTVZfCv.pdf,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Elder,30985,Larry A. Elder,0.0
84250,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,9/23/23,9/26/23,,"",,,,,182335,513,rv,r,rv-r,,9/27/23 09:53,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_wyX9VrC.pdf,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Trump,16651,Donald Trump,53.0
84250,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,9/23/23,9/26/23,,"",,,,,182335,513,rv,r,rv-r,,9/27/23 09:53,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_wyX9VrC.pdf,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,DeSantis,16646,Ron DeSantis,14.0
84250,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,9/23/23,9/26/23,,"",,,,,182335,513,rv,r,rv-r,,9/27/23 09:53,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_wyX9VrC.pdf,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Haley,16640,Nikki Haley,7.0
84250,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,9/23/23,9/26/23,,"",,,,,182335,513,rv,r,rv-r,,9/27/23 09:53,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_wyX9VrC.pdf,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Pence,16638,Mike Pence,4.0
84250,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,9/23/23,9/26/23,,"",,,,,182335,513,rv,r,rv-r,,9/27/23 09:53,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_wyX9VrC.pdf,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Christie,16659,Chris Christie,2.0
84250,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,9/23/23,9/26/23,,"",,,,,182335,513,rv,r,rv-r,,9/27/23 09:53,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_wyX9VrC.pdf,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Scott,16648,Tim Scott,3.0
84250,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,9/23/23,9/26/23,,"",,,,,182335,513,rv,r,rv-r,,9/27/23 09:53,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_wyX9VrC.pdf,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Ramaswamy,30966,Vivek G. Ramaswamy,5.0
84250,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,9/23/23,9/26/23,,"",,,,,182335,513,rv,r,rv-r,,9/27/23 09:53,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_wyX9VrC.pdf,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Hutchinson,30191,Asa Hutchinson,0.0
84250,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,9/23/23,9/26/23,,"",,,,,182335,513,rv,r,rv-r,,9/27/23 09:53,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_wyX9VrC.pdf,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Burgum,31006,Doug Burgum,0.0
84250,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,9/23/23,9/26/23,,"",,,,,182335,513,rv,r,rv-r,,9/27/23 09:53,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_wyX9VrC.pdf,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Hurd,30078,Will Hurd,0.0
84250,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,9/23/23,9/26/23,,"",,,,,182335,513,rv,r,rv-r,,9/27/23 09:53,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_wyX9VrC.pdf,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Elder,30985,Larry A. Elder,0.0
84311,458,Suffolk,"68,135",Boston Globe | USA Today,Suffolk University,323,Suffolk University,2.9,-1.0,Live Phone,,New Hampshire,9/23/23,9/26/23,,"",,,,,182779,500,lv,r,lv-r,,10/4/23 10:30,"",https://www.suffolk.edu/academics/research-at-suffolk/political-research-center/polls/new-hampshire,"",,,8850,2024,U.S. President,0,,1/23/24,primary,false,false,,REP,Binkley,31027,Ryan Binkley,0.0
84311,458,Suffolk,"68,135",Boston Globe | USA Today,Suffolk University,323,Suffolk University,2.9,-1.0,Live Phone,,New Hampshire,9/23/23,9/26/23,,"",,,,,182779,500,lv,r,lv-r,,10/4/23 10:30,"",https://www.suffolk.edu/academics/research-at-suffolk/political-research-center/polls/new-hampshire,"",,,8850,2024,U.S. President,0,,1/23/24,primary,false,false,,REP,Burgum,31006,Doug Burgum,1.2
84311,458,Suffolk,"68,135",Boston Globe | USA Today,Suffolk University,323,Suffolk University,2.9,-1.0,Live Phone,,New Hampshire,9/23/23,9/26/23,,"",,,,,182779,500,lv,r,lv-r,,10/4/23 10:30,"",https://www.suffolk.edu/academics/research-at-suffolk/political-research-center/polls/new-hampshire,"",,,8850,2024,U.S. President,0,,1/23/24,primary,false,false,,REP,Christie,16659,Chris Christie,6.2
84311,458,Suffolk,"68,135",Boston Globe | USA Today,Suffolk University,323,Suffolk University,2.9,-1.0,Live Phone,,New Hampshire,9/23/23,9/26/23,,"",,,,,182779,500,lv,r,lv-r,,10/4/23 10:30,"",https://www.suffolk.edu/academics/research-at-suffolk/political-research-center/polls/new-hampshire,"",,,8850,2024,U.S. President,0,,1/23/24,primary,false,false,,REP,DeSantis,16646,Ron DeSantis,10.4
84311,458,Suffolk,"68,135",Boston Globe | USA Today,Suffolk University,323,Suffolk University,2.9,-1.0,Live Phone,,New Hampshire,9/23/23,9/26/23,,"",,,,,182779,500,lv,r,lv-r,,10/4/23 10:30,"",https://www.suffolk.edu/academics/research-at-suffolk/political-research-center/polls/new-hampshire,"",,,8850,2024,U.S. President,0,,1/23/24,primary,false,false,,REP,Elder,30985,Larry A. Elder,0.4
84311,458,Suffolk,"68,135",Boston Globe | USA Today,Suffolk University,323,Suffolk University,2.9,-1.0,Live Phone,,New Hampshire,9/23/23,9/26/23,,"",,,,,182779,500,lv,r,lv-r,,10/4/23 10:30,"",https://www.suffolk.edu/academics/research-at-suffolk/political-research-center/polls/new-hampshire,"",,,8850,2024,U.S. President,0,,1/23/24,primary,false,false,,REP,Haley,16640,Nikki Haley,18.8
84311,458,Suffolk,"68,135",Boston Globe | USA Today,Suffolk University,323,Suffolk University,2.9,-1.0,Live Phone,,New Hampshire,9/23/23,9/26/23,,"",,,,,182779,500,lv,r,lv-r,,10/4/23 10:30,"",https://www.suffolk.edu/academics/research-at-suffolk/political-research-center/polls/new-hampshire,"",,,8850,2024,U.S. President,0,,1/23/24,primary,false,false,,REP,Hurd,30078,Will Hurd,0.2
84311,458,Suffolk,"68,135",Boston Globe | USA Today,Suffolk University,323,Suffolk University,2.9,-1.0,Live Phone,,New Hampshire,9/23/23,9/26/23,,"",,,,,182779,500,lv,r,lv-r,,10/4/23 10:30,"",https://www.suffolk.edu/academics/research-at-suffolk/political-research-center/polls/new-hampshire,"",,,8850,2024,U.S. President,0,,1/23/24,primary,false,false,,REP,Hutchinson,30191,Asa Hutchinson,0.2
84311,458,Suffolk,"68,135",Boston Globe | USA Today,Suffolk University,323,Suffolk University,2.9,-1.0,Live Phone,,New Hampshire,9/23/23,9/26/23,,"",,,,,182779,500,lv,r,lv-r,,10/4/23 10:30,"",https://www.suffolk.edu/academics/research-at-suffolk/political-research-center/polls/new-hampshire,"",,,8850,2024,U.S. President,0,,1/23/24,primary,false,false,,REP,Johnson,30972,Perry Johnson,0.0
84311,458,Suffolk,"68,135",Boston Globe | USA Today,Suffolk University,323,Suffolk University,2.9,-1.0,Live Phone,,New Hampshire,9/23/23,9/26/23,,"",,,,,182779,500,lv,r,lv-r,,10/4/23 10:30,"",https://www.suffolk.edu/academics/research-at-suffolk/political-research-center/polls/new-hampshire,"",,,8850,2024,U.S. President,0,,1/23/24,primary,false,false,,REP,Pence,16638,Mike Pence,1.4
84311,458,Suffolk,"68,135",Boston Globe | USA Today,Suffolk University,323,Suffolk University,2.9,-1.0,Live Phone,,New Hampshire,9/23/23,9/26/23,,"",,,,,182779,500,lv,r,lv-r,,10/4/23 10:30,"",https://www.suffolk.edu/academics/research-at-suffolk/political-research-center/polls/new-hampshire,"",,,8850,2024,U.S. President,0,,1/23/24,primary,false,false,,REP,Ramaswamy,30966,Vivek G. Ramaswamy,4.0
84311,458,Suffolk,"68,135",Boston Globe | USA Today,Suffolk University,323,Suffolk University,2.9,-1.0,Live Phone,,New Hampshire,9/23/23,9/26/23,,"",,,,,182779,500,lv,r,lv-r,,10/4/23 10:30,"",https://www.suffolk.edu/academics/research-at-suffolk/political-research-center/polls/new-hampshire,"",,,8850,2024,U.S. President,0,,1/23/24,primary,false,false,,REP,Scott,16648,Tim Scott,3.6
84311,458,Suffolk,"68,135",Boston Globe | USA Today,Suffolk University,323,Suffolk University,2.9,-1.0,Live Phone,,New Hampshire,9/23/23,9/26/23,,"",,,,,182779,500,lv,r,lv-r,,10/4/23 10:30,"",https://www.suffolk.edu/academics/research-at-suffolk/political-research-center/polls/new-hampshire,"",,,8850,2024,U.S. President,0,,1/23/24,primary,false,false,,REP,Trump,16651,Donald Trump,49.4
84254,294,McLaughlin,"","",McLaughlin & Associates,203,McLaughlin & Associates,0.5,1.7,Online Panel,,,9/22/23,9/26/23,,"",,,,,182391,454,lv,r,lv-r,,9/27/23 16:07,"",https://mclaughlinonline.com/pols/wp-content/uploads/2023/09/National-September-Presentation-RELEASE-9-27-23.pdf,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Trump,16651,Donald Trump,54.0
84254,294,McLaughlin,"","",McLaughlin & Associates,203,McLaughlin & Associates,0.5,1.7,Online Panel,,,9/22/23,9/26/23,,"",,,,,182391,454,lv,r,lv-r,,9/27/23 16:07,"",https://mclaughlinonline.com/pols/wp-content/uploads/2023/09/National-September-Presentation-RELEASE-9-27-23.pdf,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Ramaswamy,30966,Vivek G. Ramaswamy,10.0
84254,294,McLaughlin,"","",McLaughlin & Associates,203,McLaughlin & Associates,0.5,1.7,Online Panel,,,9/22/23,9/26/23,,"",,,,,182391,454,lv,r,lv-r,,9/27/23 16:07,"",https://mclaughlinonline.com/pols/wp-content/uploads/2023/09/National-September-Presentation-RELEASE-9-27-23.pdf,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,DeSantis,16646,Ron DeSantis,12.0
84254,294,McLaughlin,"","",McLaughlin & Associates,203,McLaughlin & Associates,0.5,1.7,Online Panel,,,9/22/23,9/26/23,,"",,,,,182391,454,lv,r,lv-r,,9/27/23 16:07,"",https://mclaughlinonline.com/pols/wp-content/uploads/2023/09/National-September-Presentation-RELEASE-9-27-23.pdf,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Pence,16638,Mike Pence,5.0
84254,294,McLaughlin,"","",McLaughlin & Associates,203,McLaughlin & Associates,0.5,1.7,Online Panel,,,9/22/23,9/26/23,,"",,,,,182391,454,lv,r,lv-r,,9/27/23 16:07,"",https://mclaughlinonline.com/pols/wp-content/uploads/2023/09/National-September-Presentation-RELEASE-9-27-23.pdf,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Scott,16648,Tim Scott,2.0
84254,294,McLaughlin,"","",McLaughlin & Associates,203,McLaughlin & Associates,0.5,1.7,Online Panel,,,9/22/23,9/26/23,,"",,,,,182391,454,lv,r,lv-r,,9/27/23 16:07,"",https://mclaughlinonline.com/pols/wp-content/uploads/2023/09/National-September-Presentation-RELEASE-9-27-23.pdf,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Christie,16659,Chris Christie,2.0
84254,294,McLaughlin,"","",McLaughlin & Associates,203,McLaughlin & Associates,0.5,1.7,Online Panel,,,9/22/23,9/26/23,,"",,,,,182391,454,lv,r,lv-r,,9/27/23 16:07,"",https://mclaughlinonline.com/pols/wp-content/uploads/2023/09/National-September-Presentation-RELEASE-9-27-23.pdf,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Haley,16640,Nikki Haley,6.0
84254,294,McLaughlin,"","",McLaughlin & Associates,203,McLaughlin & Associates,0.5,1.7,Online Panel,,,9/22/23,9/26/23,,"",,,,,182391,454,lv,r,lv-r,,9/27/23 16:07,"",https://mclaughlinonline.com/pols/wp-content/uploads/2023/09/National-September-Presentation-RELEASE-9-27-23.pdf,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Elder,30985,Larry A. Elder,0.0
84254,294,McLaughlin,"","",McLaughlin & Associates,203,McLaughlin & Associates,0.5,1.7,Online Panel,,,9/22/23,9/26/23,,"",,,,,182391,454,lv,r,lv-r,,9/27/23 16:07,"",https://mclaughlinonline.com/pols/wp-content/uploads/2023/09/National-September-Presentation-RELEASE-9-27-23.pdf,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Burgum,31006,Doug Burgum,1.0
84254,294,McLaughlin,"","",McLaughlin & Associates,203,McLaughlin & Associates,0.5,1.7,Online Panel,,,9/22/23,9/26/23,,"",,,,,182391,454,lv,r,lv-r,,9/27/23 16:07,"",https://mclaughlinonline.com/pols/wp-content/uploads/2023/09/National-September-Presentation-RELEASE-9-27-23.pdf,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Hutchinson,30191,Asa Hutchinson,1.0
84254,294,McLaughlin,"","",McLaughlin & Associates,203,McLaughlin & Associates,0.5,1.7,Online Panel,,,9/22/23,9/26/23,,"",,,,,182391,454,lv,r,lv-r,,9/27/23 16:07,"",https://mclaughlinonline.com/pols/wp-content/uploads/2023/09/National-September-Presentation-RELEASE-9-27-23.pdf,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Johnson,30972,Perry Johnson,1.0
84254,294,McLaughlin,"","",McLaughlin & Associates,203,McLaughlin & Associates,0.5,1.7,Online Panel,,,9/22/23,9/26/23,,"",,,,,182391,454,lv,r,lv-r,,9/27/23 16:07,"",https://mclaughlinonline.com/pols/wp-content/uploads/2023/09/National-September-Presentation-RELEASE-9-27-23.pdf,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Hurd,30078,Will Hurd,1.0
84254,294,McLaughlin,"","",McLaughlin & Associates,203,McLaughlin & Associates,0.5,1.7,Online Panel,,,9/22/23,9/26/23,,"",,,,,182392,454,lv,r,lv-r,,9/27/23 16:07,head-to-head poll,https://mclaughlinonline.com/pols/wp-content/uploads/2023/09/National-September-Presentation-RELEASE-9-27-23.pdf,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Trump,16651,Donald Trump,71.0
84254,294,McLaughlin,"","",McLaughlin & Associates,203,McLaughlin & Associates,0.5,1.7,Online Panel,,,9/22/23,9/26/23,,"",,,,,182392,454,lv,r,lv-r,,9/27/23 16:07,head-to-head poll,https://mclaughlinonline.com/pols/wp-content/uploads/2023/09/National-September-Presentation-RELEASE-9-27-23.pdf,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,DeSantis,16646,Ron DeSantis,28.0
84254,294,McLaughlin,"","",McLaughlin & Associates,203,McLaughlin & Associates,0.5,1.7,Online Panel,,,9/22/23,9/26/23,,"",,,,,182400,432,lv,d,lv-d,,9/27/23 16:07,"",https://mclaughlinonline.com/pols/wp-content/uploads/2023/09/National-September-Presentation-RELEASE-9-27-23.pdf,"",,,8915,2024,U.S. President,0,,,primary,false,false,,DEM,Biden,19368,Joe Biden,56.0
84254,294,McLaughlin,"","",McLaughlin & Associates,203,McLaughlin & Associates,0.5,1.7,Online Panel,,,9/22/23,9/26/23,,"",,,,,182400,432,lv,d,lv-d,,9/27/23 16:07,"",https://mclaughlinonline.com/pols/wp-content/uploads/2023/09/National-September-Presentation-RELEASE-9-27-23.pdf,"",,,8915,2024,U.S. President,0,,,primary,false,false,,DEM,Kennedy,30987,Robert F. Kennedy,15.0
84254,294,McLaughlin,"","",McLaughlin & Associates,203,McLaughlin & Associates,0.5,1.7,Online Panel,,,9/22/23,9/26/23,,"",,,,,182400,432,lv,d,lv-d,,9/27/23 16:07,"",https://mclaughlinonline.com/pols/wp-content/uploads/2023/09/National-September-Presentation-RELEASE-9-27-23.pdf,"",,,8915,2024,U.S. President,0,,,primary,false,false,,DEM,Williamson,30969,Marianne Williamson,3.0
84772,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,9/23/23,9/25/23,,"",,,,,182689,2476,lv,r,lv-r,TRUE,10/2/23 21:17,"",https://pro.morningconsult.com/trackers/2024-gop-primary-election-tracker,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Trump,16651,Donald Trump,58.0
84772,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,9/23/23,9/25/23,,"",,,,,182689,2476,lv,r,lv-r,TRUE,10/2/23 21:17,"",https://pro.morningconsult.com/trackers/2024-gop-primary-election-tracker,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,DeSantis,16646,Ron DeSantis,14.0
84772,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,9/23/23,9/25/23,,"",,,,,182689,2476,lv,r,lv-r,TRUE,10/2/23 21:17,"",https://pro.morningconsult.com/trackers/2024-gop-primary-election-tracker,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Pence,16638,Mike Pence,5.0
